Title,Year,Languages,Suggestion ID,Suggestions
The Christmas Chronicles: Part Two,2020,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, Unknown",80988988,"80199682, 81029733, 81517419, 80232043, 81316603, 81028225, 80183187, 80230507, 81023618, 80996790, 81220825, 81416534"
Klaus,2019,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese",80183187,"81028225, 81029733, 80230507, 80199682, 80239482, 80996790, 80988988, 80232043, 81151926, 80234520, 70113007, 81058433"
The Wedding Ringer,2015,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",80013275,"80094318, 80067830, 81161828, 70028904, 81251628, 17236928, 70059988, 81730408, 81018383, 70264796, 81591528, 70125231"
How It Ends,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80167481,"81040362, 80236421, 80067831, 81252357, 80027980, 81314956, 80218306, 70060015, 81449034, 70097578, 70138789, 80196789"
Hold the Dark,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80157072,"81115160, 80179070, 80046309, 80168029, 81038588, 81174182, 80198478, 81564732, 81350329, 81268316, 81013927, 80994937"
The Father Who Moves Mountains,2021,"German, English, Spanish, Spanish, Polish, Portuguese, Romanian, Turkish",81174182,"80157072, 81115160, 81564732, 80046309, 81054619, 81028990, 81350329, 80198478, 81285617, 81483371, 81268316, 80048473"
The Endless Trench,2019,"German, English, Spanish, Italian, Dutch, Portuguese, Turkish",80242912,"80168029, 81173970, 80185375, 81485977, 81341214, 81073387, 81176731, 80191608, 81426931, 80242819, 81260280, 80997602"
A Fortunate Man,2018,"Danish, German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",81073387,"80168029, 81167887, 81426931, 81285617, 81507021, 81418071, 81002196, 81914031, 80164400, 80182116, 80223371, 81410649"
The Dig,2021,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",81167887,"81426931, 80182116, 81073387, 81071970, 80223371, 80168029, 81002196, 477351, 81115160, 81127997, 81418071, 70005379"
Tragic Jungle,2021,Spanish,81341214,"80168029, 81285617, 80242819, 81173970, 81426931, 81115160, 80242912, 81176731, 80179070, 80157072, 81167887, 80990349"
Underworld: Blood Wars,2016,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",80106735,"60034569, 81696507, 80991090, 80179070, 70044598, 60022705, 80161352, 70075481, 70305899, 80997687, 70117305, 80133543"
Rebel Moon — Part Two: The Scargiver,2024,"Czech, Czech, German, English, Spanish, Spanish, Filipino (Tagalog), French, Hindi, Hungarian, Indonesian, Italian, Japanese, Unknown, Unknown, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian, Vietnamese",81624666,"81464239, 81094067, 81199139, 81696507, 81012048, 81465109, 81480320, 80216309, 81183713, 80098200, 81416258, 81762621"
JUNG_E,2023,"Czech, German, English, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Thai, Turkish, Vietnamese",81465109,"81012048, 81094067, 81473627, 81406459, 80023689, 81067760, 81288179, 81453003, 80098200, 80227090, 80189853, 81137486"
Miss Bala,2019,"German, English, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Tamil, Telugu, Turkish",80993017,"80209746, 81034865, 81348771, 80197619, 80216200, 80200573, 81388316, 80210920, 70142823, 80236341, 81282091, 81416533"
Lou,2022,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian",81058695,"80210920, 70142823, 80209746, 81058613, 81609329, 81232463, 81280035, 81488967, 80216200, 80207371, 81486213, 81034865"
Kate,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",80216200,"70142823, 81038963, 81034865, 80223052, 81388316, 81160697, 80993017, 80207371, 80209746, 81058613, 81058695, 81416533"
Hanna,2011,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",70142823,"81034865, 80216200, 80236341, 81058695, 80993017, 80209746, 80207371, 81488967, 81218770, 81038963, 81388316, 80223052"
Maria,2019,Unknown,80236341,"81075519, 81218770, 80148162, 81399639, 80216200, 81034865, 80993017, 81000511, 81312457, 80209746, 81603171, 80240904"
Calibre,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80198478,"81350329, 80157072, 81028990, 80994937, 81038588, 81157729, 81013927, 81170838, 81115160, 81174182, 81477746, 80135164"
Red Dot,2021,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Swedish, Turkish",81028990,"81350329, 80198478, 60022700, 80157072, 81013927, 81170838, 81174182, 81210788, 81038588, 81232463, 81564974, 80206420"
Black Island,2021,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",81170838,"70123922, 81346196, 81630892, 80013272, 81205314, 80202902, 80155477, 8188050, 81350329, 81036535, 81085817, 81136406"
End of the Road,2022,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian",81232463,"81058695, 81350329, 80209746, 81477746, 60022700, 81045557, 81609329, 81629411, 81449034, 81283586, 80206420, 81127902"
Mother/Android,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",81038410,"80227090, 80206300, 81040362, 80217569, 80231903, 80099016, 81288179, 80067831, 80210767, 81042819, 80183339, 81157374"
Leave the World Behind,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian, Vietnamese",81314956,"81449034, 60022700, 81268316, 81252357, 80167481, 81040362, 80196789, 81690671, 81404810, 81210788, 70060015, 81157374"
Mask Girl,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Thai, Turkish, Vietnamese",81516491,"80241947, 81361096, 81640988, 81011211, 81519223, 80990668, 81607354, 81572011, 81442115, 81342505"
The Glory,2022,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Thai, Turkish, Vietnamese",81519223,"81312802, 80117470, 81552615, 81011211, 81442115"
Extracurricular,2020,"German, English, Spanish, Spanish, French, Japanese, Korean, Polish, Portuguese, Thai, Turkish, Unknown",80990668,"81690671, 81011211, 81607354, 81444051, 80990381, 81640988, 80241947, 81280917, 81312802, 81552615"
Girl's Revenge,2020,Unknown,81310261,"80241947, 70241118, 81604901, 81439267, 81481125, 81717580, 70216819, 81342504, 81594918, 81479739, 81449999"
The Hijacking of Flight 601,2024,"Czech, German, English, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Polish, Portuguese, Turkish",81580682,"81305487, 81773534, 70028900, 80222729, 81520685, 81044248, 80048473, 81520697, 81438805, 80175334, 81268316"
The Walking Dead,2010,English,70177057,"80198988, 81237994, 81464329, 81046394, 80996532, 81240831, 70123542, 80200575, 70262639, 80161216, 81425105, 81520295"
High Water,2022,"German, English, Spanish, Spanish, French, Hungarian, Italian, Polish, Portuguese, Thai, Turkish",81318108,"81233755, 80046309, 81435414, 81054619, 81276119, 81268316, 81449034, 80158577, 60020683, 81115160, 81073970"
THE DAYS,2023,"English, Spanish, Japanese, Polish, Portuguese, Thai",81233755,"81435414, 80158577, 81318108, 80046309, 81268316, 81449034, 81115160, 81276119, 81711003, 81305964, 60020683"
Pandora,2016,"German, Spanish, Spanish, French, Italian, Japanese, Korean, Polish, Portuguese, Turkish",80158577,"81233755, 81342505, 70241118, 81435414, 81266458, 81640988, 81318108, 81312457, 80223050, 80046309, 81342504, 81449034"
Zombieverse,2023,"English, Spanish, French, Korean, Portuguese, Thai",81635888,"81464329, 81237994, 81240831, 81520295, 81061734, 80208806, 70123542, 81256675, 80180171, 81731720, 81046394"
Valley of the Dead,2022,"German, English, Spanish, French, Italian, Polish, Portuguese, Turkish",80208806,"81464329, 80198988, 80198645, 81046394, 81240831, 70262639, 70123542, 81093420, 80161216, 81021447, 81721676"
Black Summer,2019,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Malay, Polish, Portuguese, Russian, Thai, Turkish",80198988,"80208806, 70177057, 81464329, 70262639, 81240831, 80996532, 81237994, 80198645, 80161216, 80197462"
Get Out,2017,"German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Turkish, Ukrainian",80149258,"80188939, 80100649, 81753224, 81157374, 81616656, 81034937, 81619948, 81345798, 81001691, 81489841, 80213226, 81630892"
Viking Wolf,2022,"Czech, German, English, Spanish, Spanish, French, Indonesian, Italian, Norwegian, Polish, Portuguese, Thai, Turkish",81338873,"81312457, 80198645, 81210788, 81043660, 80238357, 80997687, 81186049, 81021447, 81478537, 81629411, 81621599, 80106735"
The Ruins,2008,"English, Spanish, Spanish, French, Hindi, Japanese, Portuguese, Turkish",70084793,"81345798, 70206131, 80217312, 81753224, 81149049, 81483977, 81616656, 81021447, 81001691, 81034937, 81619948, 81248435"
The I-Land,2019,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Turkish",80993062,"81690671, 81211710, 80074220, 80154610, 80197989, 80177458, 80200575, 80236236, 81276119, 80214497"
1899,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Polish, Portuguese, Thai, Turkish, Ukrainian",80214497,"80100172, 80177458, 81690671, 80241318, 80993062, 81133094, 80154610, 81631011, 81276119"
Maid,2021,"Unknown, Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Swedish, Thai, Turkish",81166770,"81276119, 80153467, 81008305, 81019069, 81631011, 80119411, 80223927, 80234304, 81730920, 81104486"
Manifest,2018,"German, English, Spanish, Spanish, French, Indonesian, Italian, Japanese, Polish, Portuguese, Turkish",80241318,"80214497, 81276119, 80993062, 80177458, 81268316, 80105699, 80154610, 80100172, 70264888, 81233755, 81288179"
Walk. Ride. Rodeo.,2019,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80995799,"80134695, 81107362, 81155175, 81010969, 81054619, 81191433, 80231468, 80081151, 81001412, 80990660, 81001413"
Blue Miracle,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Polish, Portuguese, Russian, Thai, Turkish",81298682,"81054619, 80066891, 80081151, 81155175, 81283585, 81191433, 80200047, 81107362, 81010969, 81435227, 81629410, 81473628"
Beasts of No Nation,2015,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80044545,"80200047, 80067522, 60026139, 81260280, 81173970, 81041495, 81571934, 80993647, 81914031, 81917393, 80041653, 81450071"
Fatherhood,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",81435227,"80200047, 80081151, 81039550, 786137, 80066891, 81028975, 80128245, 81043365, 81054619, 81155175, 81365134, 81010969"
Trees of Peace,2022,"German, English, Spanish, Spanish, French, Hungarian, Italian, Polish, Portuguese",81571934,"80200047, 80044545, 81300126, 80067522, 80993647, 81038216, 81046378, 81173970, 81403766, 81248111, 81229200"
Adú,2020,"German, English, Spanish, French, Italian, Portuguese",80993647,"80200047, 80044545, 81571934, 80067522, 81173970, 81435227, 81046378, 81631011, 81730920, 81300126, 81715677, 81229200"
Free Rein,2017,"Arabic, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Chinese",80134695,"81001413, 81001412, 80095435, 81289456, 81191433, 81107362, 81422413, 80220644"
Mech Cadets,2023,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Ukrainian, Unknown",81004665,"80217957, 80225085, 81007144, 81687083, 70234439, 80212245, 81092958, 81035568, 81725736, 80237245, 80234642"
My Dad the Bounty Hunter,2023,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Unknown",81035568,"80234642, 80237245, 81444554, 81252403, 80988892, 81007144, 80244283, 81399614, 81004665, 81476885, 80225085"
Trollhunters: Tales of Arcadia,2016,"Arabic, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, Unknown",80075820,"81010139, 80234642, 80212245, 80039394, 81092958, 80244283, 80225085, 81035568, 81007144"
Dragons: Rescue Riders: Secrets of the Songwing,2020,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Vietnamese, yue, Unknown",81055026,"81046957, 81046958, 80039394, 70298991, 81098500, 81443471, 81301887, 81279322"
Edgar Rice Burroughs' Tarzan and Jane,2017,"Arabic, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Indonesian, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",80057506,"80023612, 80245121, 80234642, 80225085, 81038163, 81009646, 81108751, 80039394, 80237245, 28631029, 81092958, 81018682"
Transformers Earthspark,2022,"Arabic, Danish, German, English, Spanish, Spanish, French, Indonesian, Italian, Malay, Norwegian, Polish, Portuguese, Thai, Turkish, Chinese, Unknown",81687083,"70234439, 70177689, 81004665, 70155571, 80225085, 81007144, 81586549, 70252973"
Justice League,2001,"English, Hindi",70177043,"70185194, 70155571, 70177689, 70171947, 70155614, 70234439, 70199841, 81145135, 70241425, 80104199"
Beyblade,2001,English,70155614,"81567663, 81325983, 70155571, 81450318, 81450320, 70177043, 80158156, 81223075, 81450432, 81451264, 70177689"
Scooby-Doo!: Mystery Incorporated,2010,"English, Hindi",70171947,"70155571, 80104199, 70199841, 70177043, 70155547, 70301529, 70077552, 81437290, 70241425"
Iron Man: Armored Adventures,2009,"Danish, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",70177689,"70177043, 70155571, 70185194, 70234439, 80225085, 81687083, 81007144, 81004665, 81068803, 81354663"
Adventure Time,2010,"English, Hindi",70241425,"70243420, 70171947, 70155571, 70155547, 80103408, 70199841, 80242531, 70177043"
The Amazing World of Gumball,2011,"English, Hindi",70243420,"70241425, 80103408, 70155547, 81068804, 70155571, 80242531, 70199841, 70011204"
Teen Titans Go!,2013,"English, Hindi",80103408,"81145135, 70243420, 70155571, 70241425, 81068804, 70155547, 70301529, 70185194"
Young Justice,2010,"English, Hindi",70185194,"70177043, 70177689, 70155571, 80103408, 70171947, 81145135, 81068803, 70241425, 70199841"
The Adventures of Puss in Boots,2015,"Danish, German, English, Spanish, Spanish, Finnish, French, Hebrew, Indonesian, Italian, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Swedish, Turkish, yue, Unknown",80018988,"81555726, 81054409, 70021636, 70113007, 80095314, 70044595, 80994695, 81073593, 80104199, 70143241"
Kung Fu Panda: The Dragon Knight,2022,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, yue, Unknown",81227574,"81555726, 80237245, 70113007, 70021636, 81073593, 70298991, 81037695, 70143241, 80091938, 81669979, 80039394, 80217006"
Next Gen,2018,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Chinese",80988892,"81399614, 81476885, 81153694, 80232279, 81007144, 80239482, 81191856, 81354554, 80214236, 81252403, 80237245, 81267965"
Monster High,2022,"Arabic, Danish, German, Greek, English, English, Spanish, Spanish, Finnish, French, Italian, Norwegian, Dutch, Polish, Portuguese, Portuguese, Swedish, Thai, Turkish",81728020,"81719217, 81279322, 81611035, 81445141, 81604827, 70294800, 81589046"
Reboot: The Guardian Code,2018,"Arabic, Danish, German, English, Spanish, Spanish, Finnish, French, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Swedish, Turkish, Vietnamese, Chinese",80217957,"81354663, 81007144, 81004665, 80225085, 70177689, 81687083, 81092958, 70155571"
Sonic Prime,2022,"Arabic, Catalan, Czech, Danish, German, Greek, English, Spanish, Spanish, Basque, Finnish, Filipino (Tagalog), French, Galician, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish",81294811,"80217006, 70155571, 80103408, 81068803, 81223075, 70243420, 81555726, 70252973, 80242531"
The SpongeBob Movie: Sponge Out of Water,2015,"Czech, German, Greek, English, Spanish, Spanish, French, Hebrew, Hindi, Hungarian, isl, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Vietnamese, Chinese",80011621,"81312563, 70155547, 70011204, 80121840, 81068804, 70113007, 80104199, 80095314, 80146758, 81073593, 70021636, 70044595"
Grizzy and the Lemmings,2017,zxx,81154166,"70286901, 80104199, 70155567"
Battle Kitty,2022,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hungarian, Indonesian, Italian, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Chinese",80201492,"81004016, 81019938, 80994695, 81054409, 81058723, 81108751, 81260654, 81045859, 81205737, 81287545, 80103408"
Captain Underpants Epic Choice-o-Rama,2020,,81019938,"80179782, 81147421, 81021977, 81054409, 81058723, 80201492, 81004016, 80994695, 81287545, 81260654"
The Looney Tunes Show,2011,"English, Hindi",70199841,"80104199, 70171947, 70155547, 70241425, 70177043, 70243420, 70077552, 70155571, 80103408"
LEGO Ninjago: Masters of Spinjitzu,2011,"Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hungarian, Italian, Korean, Norwegian, Dutch, Polish, Portuguese, Romanian, Russian, Swedish, Turkish, Ukrainian",70252973,"81519765, 81628818, 81294811, 81586549, 81068803, 70155571, 80075820"
LEGO® DREAMZzz,2023,"Arabic, Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hungarian, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Turkish, yue, Chinese, Unknown",81628818,"81519765, 70252973, 81687176, 81294811, 81699964, 81687083, 80103408, 80217006"
Power Rangers Cosmic Fury,2023,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Turkish",81586549,"81354663, 80217957, 70155571, 70252973, 81519765, 81588091, 81687083, 81007144, 70155614, 81004665"
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,"Arabic, Catalan, Czech, Danish, German, Greek, English, Spanish, Spanish, Basque, Finnish, French, Galician, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Vietnamese",81068803,"70155571, 81294811, 80228012, 81007144, 70252973, 80011621, 80103408, 81037695, 81687083"
The Amazing Spider-Man 2,2014,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",70293702,"70208599, 80166369, 81055822, 60027724, 80991034, 80216309, 80081793, 80187362, 81183713, 70264797, 80144309, 70297757"
You People,2023,"Czech, German, English, Spanish, Spanish, Unknown, French, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Thai, Turkish, Ukrainian",81194505,"81161828, 81186234, 80230619, 81674327, 81251628, 81591528, 81045831, 80067830, 81010973, 81458416, 81446739, 80182014"
The Worst Witch,2017,"Arabic, Danish, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Chinese",80130521,"81329721, 81335124, 81589046, 80993016, 80050008, 81023618, 81220825, 81012821, 70021648, 81719217, 70033005"
Nightbooks,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",81002270,"80991090, 80218885, 81450775, 81156676, 81012821, 81220825, 81349232, 81029733, 80991404, 81043660, 80220679, 70217912"
Enola Holmes,2020,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",81277950,"81406219, 81140933, 80136311, 81516447, 80234304, 80220679, 81690671, 81760391, 70032594, 81444818, 81414644, 81410649"
Enola Holmes 2,2022,"Czech, German, English, Spanish, Spanish, Unknown, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish, Ukrainian",81406219,"81277950, 81140933, 80136311, 80234304, 81516447, 80220679, 81444818, 81414644, 81410649, 70032594, 81418071, 81760391"
The Swan Princess,1994,"Danish, German, English, Spanish, Spanish, Finnish, French, Hindi, Italian, Japanese, Norwegian, Dutch, Polish, Portuguese, Swedish",60034386,"28631029, 80192815, 81607695, 81607651, 70216227, 81279322, 70298991, 80214236, 60022058, 80158156, 70044595"
ONE PIECE,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Tamil, Telugu, Thai, Turkish, Ukrainian, Vietnamese",80217863,"80107103, 81700392, 81240764, 80237957, 80198443, 80998781, 80232926, 80217733, 81243969, 80117291, 80163050, 81091393"
The New Legends of Monkey,2018,"Danish, German, English, Spanish, Spanish, Finnish, French, Croatian, Italian, Japanese, Malay, Norwegian, Polish, Portuguese, Portuguese, Swedish",80184682,"80237245, 81427442, 81220825, 81023618, 80117803, 81335124, 80222326, 81180203, 81012821, 81227574, 80241136, 80992263"
House of Ninjas,2024,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish",81465101,"81313229, 70293105, 81607354, 81243969, 80152434, 81454087, 81313227, 81721676, 80217733, 80191740, 81212831, 81444051"
Resident Evil: The Final Chapter,2016,"English, Spanish, Spanish, French, Hindi, Italian, Korean, Polish, Portuguese, Tamil, Turkish",80126440,"60022705, 81425105, 80996532, 80987626, 80106735, 70123542, 70262639, 70117305, 81093420, 80208806, 80991034, 81046394"
Monster Hunter: Legends of the Guild,2021,"German, English, Spanish, Spanish, French, Italian, Japanese, Portuguese, Thai",81346827,"80987626, 81170086, 81418302, 80118543, 81504698, 81037868, 81010139, 80987064, 80093133, 81001991, 80212245, 80133543"
Cursed,2020,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",80199393,"80236319, 80220679, 81279312, 81258637, 80189685, 81690671, 80242724, 80222934, 80238357, 81150303, 80241581"
Shadow and Bone,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Thai, Turkish, Ukrainian",80236319,"81690671, 80220679, 80199393, 81150303, 80084447, 80241239, 80189685, 81279312, 80242724, 81258637, 80238357, 80241581"
Warrior Nun,2020,"Czech, German, English, Spanish, Spanish, Unknown, French, Hungarian, Italian, Japanese, Polish, Portuguese, Turkish",80242724,"80991090, 80220679, 80199393, 80236319, 80238357, 80084447, 81258637, 81213653, 81621599, 81279312, 81116060, 80241239"
Bram Stoker's Dracula,1992,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",328942,"80997687, 70305899, 60034569, 70019508, 81043660, 70044598, 70117305, 80106735, 70075481, 70126979, 80161352, 70208107"
Priest,2011,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",70126979,"70117305, 70019508, 70305899, 70075481, 80161352, 60034569, 328942, 80106735, 60022643, 80133543, 70044598, 70208107"
Over the Moon,2020,"Arabic, Unknown, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese",80214236,"81153694, 81199052, 80234520, 81487903, 81267965, 81018682, 81349324, 81002813, 80230507, 81476885, 81050165, 80095314"
Orion and the Dark,2024,"Arabic, Catalan, Czech, Danish, German, Greek, English, Spanish, Spanish, Basque, Finnish, Filipino (Tagalog), French, Galician, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Tamil",81476885,"80234520, 80237245, 81076952, 80988892, 70298991, 81018682, 81489833, 81218917, 81153694, 80214236, 81444554, 80158156"
Leo,2023,"Unknown, Czech, Danish, German, English, English, Spanish, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Tamil, Telugu, Thai, Turkish, Ukrainian",81218917,"80234520, 80237245, 80095314, 81555726, 81050165, 70021636, 81018682, 80996790, 81002813, 81489833, 81476885, 80146758"
Riverdance: The Animated Adventure,2022,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",81487903,"81267965, 80214236, 81370442, 80234520, 81050165, 81381727, 81076952, 81199052, 81018682, 81191856, 80161029, 81153694"
