Title,Year,Languages,Suggestion ID,Suggestions
Wish Dragon,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, yue, Unknown",81153694,"80214236, 81018682, 81199052, 81002813, 80234520, 80988892, 80121840, 81399614, 81349324, 81267965, 81476885, 70113007"
Angela's Christmas,2018,"Arabic, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Chinese",80230507,"81151926, 81028225, 80183187, 81029733, 80214236, 80234520, 80232043, 81058433, 81487903, 80199682, 81316559, 81279322"
Secret Magic Control Agency,2021,"Arabic, Danish, German, Greek, English, Spanish, Spanish, Finnish, Unknown, French, Italian, Japanese, Korean, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Turkish, Chinese",81267965,"81076952, 81487903, 80214236, 80234520, 80232279, 81153694, 81018682, 81191856, 80239482, 81199052, 80988892, 81349324"
Erax,2022,"Arabic, Czech, Danish, German, Greek, English, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Croatian, Dutch, Portuguese",81349232,"81012821, 80991404, 80214792, 81076952, 70044595, 80992263, 81220825, 81329721, 81023618, 80232279, 80993016, 81588091"
Scaredy Cats,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Chinese",81329721,"80130521, 81488581, 81335124, 81589046, 81040639, 81012821, 81309532, 81023618, 81338302, 81719217, 81000063, 80993016"
Dog Gone Trouble,2021,"English, Spanish, French, Hindi, Portuguese",81349324,"80095314, 81437290, 81159137, 81002813, 81381727, 81199052, 80214236, 80195962, 81153694, 81489833, 81191856, 81218917"
Extinct,2021,"Arabic, German, English, Spanish, Spanish, Indonesian, Italian, Japanese, Korean, Portuguese, Thai, Turkish, Chinese",81159137,"81381727, 81349324, 81002813, 81354554, 81050165, 80161029, 80195962, 81370442, 81191856, 81437290, 81199052, 81476885"
Seal Team,2021,"Arabic, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Malay, Norwegian, Portuguese, Romanian, Swedish, Thai, Turkish, Vietnamese, Chinese",81354554,"81159137, 81370442, 80161029, 81381727, 81002813, 81018682, 80988892, 81050165, 81437290, 81252403, 80195962, 81349324"
Back to the Outback,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese",81002813,"80161029, 81018682, 81381727, 81349324, 81159137, 81153694, 80095314, 80214236, 81199052, 80121840, 81218917, 81110501"
Vivo,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Finnish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Chinese",81199052,"80214236, 81153694, 81002813, 81349324, 81018682, 81487903, 81399614, 81267965, 81381727, 81159137, 80232279, 80121840"
Deep,2021,"English, Spanish, Portuguese, Thai",81439267,"80174972, 81517155, 80241947, 81277610, 81640988, 81310261, 81449034, 80070182, 80183339, 70241118, 81288179, 81342505"
Cam,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80177400,"80998510, 81488262, 80164456, 80070182, 80128722, 81630892, 81084263, 81345798, 80211638, 70206131, 81616656, 81012366"
Van Helsing,2016,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",80121349,"60034569, 80997687, 80106735, 328942, 70019508, 70044598, 60022643, 70305899, 80236118, 70217912, 60004480, 81043660"
Dracula,2020,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",80997687,"328942, 60034569, 80106735, 80121349, 70126979, 81590652, 70117305, 81083626, 81338873, 80239565, 81516447, 81730920"
Angry Birds: Summer Madness,2022,"Arabic, Czech, Danish, German, English, Spanish, Spanish, Finnish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Swedish, Thai, Turkish, Vietnamese",81161575,"80091938, 81073593, 80242531, 81154166, 80121840, 80146758, 70155547, 80179782"
Maya and the Three,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",80244283,"81444554, 81076952, 80237245, 81267965, 80234642, 81669979, 81010139, 81018682, 80214236, 81035568, 81476885, 80075820"
Thelma the Unicorn,2024,"Arabic, Czech, Danish, German, Greek, English, English, Spanish, Spanish, Finnish, Filipino (Tagalog), French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Tamil, Telugu, Thai",81110501,"81424207, 81279322, 81607695, 81669979, 80214236, 81296780, 81443471, 80217006, 81476885, 81215996, 81221344, 81050165"
Castle in the Sky,1986,"Czech, Danish, German, English, Spanish, Finnish, French, Indonesian, Italian, Japanese, Korean, Norwegian, Russian, Swedish, Thai, Turkish, Vietnamese, Chinese",60027393,"70028883, 60023642, 60027106, 60032294, 70216227, 70106454, 70045021, 80158156, 80217130, 70019058, 70019062, 81565710"
Child of Kamiari Month,2021,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Thai",81478031,"70028883, 80217130, 81565710, 60023642, 60027106, 70045021, 70216227, 70019058, 80158156, 60027393, 60032294, 70106454"
Earwig and the Witch,2020,English,81316559,"70028883, 60027106, 60032294, 60023642, 80217130, 80158156, 70216227, 70106454, 81451264, 60027393, 70019058, 80230507"
Dr. Seuss' The Grinch,2018,"Arabic, Czech, German, Greek, English, Spanish, Spanish, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, isl, Italian, Japanese, Korean, Dutch, Unknown, Polish, Portuguese, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Vietnamese, yue, Chinese",80996790,"80095314, 70021636, 81218917, 80199682, 70021648, 80146758, 70143241, 81662920, 80988988, 80121840, 70113007"
The SpongeBob Movie: Sponge on the Run,2020,"Arabic, bul, Czech, Danish, German, Greek, English, Spanish, Spanish, est, Finnish, Unknown, French, gle, Hebrew, Hindi, Croatian, Hungarian, Indonesian, isl, Italian, Japanese, Korean, lit, lav, Malay, Norwegian, Dutch, Unknown, Polish, Portuguese, Portuguese",81312563,"80011621, 70011204, 70155547, 81068804, 80121840, 80091938, 70113007, 80095314, 81589565, 70021636, 80146758, 81555726"
The Boss Baby: Back in Business,2018,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, yue, Unknown",80178943,"80146758, 81500342, 81054409, 70113007, 60022058, 80121840, 80095314, 80103408, 70155547, 80158156, 81555726"
The Boss Baby: Back in the Crib,2022,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, yue, Unknown",81500342,"80178943, 80146758, 81500345, 80121840, 70113007, 80095314, 81218917, 80091938, 70155547, 81073593, 81555726, 80996790"
The Boss Baby: Christmas Bonus,2022,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Hebrew, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, yue, Unknown",81500345,"80178943, 81500342, 80146758, 80095314, 81662920, 80121840, 80996790, 81218917, 81555726, 70113007, 80091938, 80104199"
The Loud House Movie,2021,"Arabic, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Croatian, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese",81068804,"81221344, 70243420, 80239482, 81312563, 70011204, 80103408, 80011621, 81399614, 80121840, 81045859, 80242531"
ALVINNN!!! And the Chipmunks,2016,"Arabic, German, English, Spanish, French, Hebrew, Hindi, Italian, Dutch, Polish, Portuguese",80097036,"70077552, 70189308, 80063956, 70301529, 81068804, 80103408, 80091938, 70155547, 80146758, 80178943"
Peppa Pig,2004,"Danish, German, Greek, English, Spanish, Spanish, Finnish, French, Italian, Korean, Norwegian, Dutch, Polish, Portuguese, Swedish",80025494,"70286901, 70301529, 81593310"
SpongeBob SquarePants,2011,"Arabic, Czech, German, English, Spanish, Spanish, French, Croatian, Hungarian, Indonesian, Japanese, Malay, Dutch, Polish, Portuguese, Portuguese, Romanian, Thai, Turkish, Vietnamese, yue, Chinese",70155547,"70011204, 81312563, 80011621, 70241425, 80104199, 81068804, 70301529, 70171947, 70199841"
Oggy and the Cockroaches: Next Generation,2022,"English, French, Hindi, Unknown",81422836,"80104199, 70155567, 81154166, 81297382"
Chhota Bheem & Krishna: Mayanagari,2011,"English, Hindi, Tamil",81450276,"81450278, 81450432, 81450320, 80158156, 81318057, 81451264, 81318062, 80146758, 80244283, 81570077, 81009646, 81318081"
Shaun the Sheep,2007,"English, Unknown",70155567,"81193166, 70155547, 81223025, 70301529, 81422836, 81451264, 81154166, 70011204, 80158156, 80104199"
Chhota Bheem: The Rise of Kirmada,2012,"English, Hindi, Tamil, Telugu",81450432,"81450320, 81450278, 81450276, 80158156, 81318057, 81451264, 81318062, 80146758, 81318066, 70155571, 81318082, 81227574"
Sudha Murty - Stories of Wit and Magic,2022,"English, Hindi",81570077,"81570092, 81088331, 80158156, 81450320, 81318081, 81450278, 81318057, 81318062, 81318082, 81318080, 81451264, 80234520"
The Willoughbys,2020,"Arabic, Unknown, Czech, Danish, German, Greek, English, Spanish, Spanish, Finnish, Unknown, French, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Dutch, Polish, Portuguese, Portuguese, Romanian, Russian, Swedish, Thai, Turkish, Ukrainian, Vietnamese",80239482,"81399614, 80232279, 81153694, 80214236, 80121840, 81267965, 81191856, 81076952, 80988892, 81068804, 81199052, 81476885"
Gnome Alone,2018,"Arabic, English, Spanish, French, Hindi, Hungarian, Italian, Japanese, Thai, Vietnamese, Chinese",80232279,"80239482, 80988892, 81399614, 81267965, 81191856, 81076952, 80214236, 81199052, 81349324, 70113007, 81153694, 81159137"
The Package,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80175147,"81580024, 81205652, 80031715, 70028904, 80164456, 81508217, 70228042, 70058023, 81285617, 81248072, 81659034, 81306350"
Fear Street Part 2: 1978,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",81334749,"81325689, 81334750, 80164456, 81012366, 81483977, 81149049, 81489841, 81388045, 80240798, 81753224, 81478540, 80188939"
Fear Street Part 3: 1666,2021,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish, Ukrainian",81334750,"81325689, 81334749, 81012366, 80164456, 80240798, 81149049, 81478540, 81483977, 80188939, 81388045, 81753224, 70251537"
Death Note,2017,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80122759,"70204970, 81410078, 80164456, 81012366, 80998510, 81619948, 81616656, 70251894, 81325689, 81488262, 81483977"
The Conference,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Swedish, Thai, Turkish",81517749,"81753224, 81478540, 81616656, 81619948, 81478662, 81483977, 81489841, 81325689, 81345798, 81034937, 81149049, 80188939"
Apostle,2018,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80158148,"80217312, 81034937, 81486211, 81422437, 80106763, 80990344, 81478662, 81410539, 81485824, 70251894, 70000088, 80991313"
The Bridge Curse: Ritual,2023,Mandarin (Guoyu),81754653,"81224632, 81696795, 81755776, 81735367, 81457374, 81599888, 81345798, 81619948, 80219131, 81478662, 80217312, 81616656"
Aftermath,2021,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",70155777,"81048729, 81410539, 80240798, 81085815, 80991313, 81217751, 80217312, 80219131, 70251894, 80206910, 81616656, 81034937"
A Classic Horror Story,2021,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",81248435,"81149049, 81034937, 80240798, 81325689, 81483977, 81753224, 81616656, 80106763, 70251894, 81388045, 80991313, 80219131"
The Privilege,2022,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",81410539,"81217751, 81486211, 81422437, 80158148, 80990344, 80991313, 81085815, 80217312, 70155777, 81619948, 81048729, 80206910"
Deadly Illusions,2021,"German, English, Spanish, Spanish, French, Italian, Japanese, Polish, Portuguese, Russian, Thai, Turkish",81346196,"81630892, 8188050, 60010341, 81170838, 80013272, 70123922, 81446391, 70294663, 81205314, 80202902, 80155477, 81085817"
The Boy Next Door,2015,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Polish, Portuguese, Turkish",80013272,"81630892, 70294663, 60010341, 70123922, 8188050, 81446391, 81346196, 80103337, 81090319, 81674326, 81478642, 81577005"
Addicted,2014,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",70294663,"81446391, 81630892, 81643440, 80013272, 81577005, 80103337, 81245964, 81553437, 81478642, 81674326, 60010341, 81397579"
Burning Betrayal,2023,"Czech, German, English, Spanish, Spanish, French, Hungarian, Italian, Polish, Portuguese, Turkish",81446391,"81674326, 70294663, 81643440, 81476441, 81245964, 81577005, 81630892, 8188050, 81478642, 80155812, 80013272, 60010341"
You Get Me,2017,"English, Spanish, French, Italian, Japanese, Polish, Portuguese, Turkish",80155477,"70123922, 81346196, 80013272, 81446391, 70294663, 8188050, 81170838, 81674326, 81690671, 81630892, 81172914, 80045292"
Two,2021,"German, English, Spanish, French, Italian, Polish, Portuguese, Turkish",80202902,"81085817, 81036535, 81346196, 81170838, 81136406, 8188050, 81090386, 80013272, 81446391, 81205314, 70294663, 81478642"
Fair Play,2023,"Czech, German, English, Spanish, Spanish, French, Hindi, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Thai, Turkish, Ukrainian",81674326,"81446391, 81630892, 70294663, 81476441, 81478642, 8188050, 60010341, 80013272, 81577005, 81713120, 80155812, 81245964"
When the Bough Breaks,2016,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",80103337,"80045292, 60010341, 81577005, 81038345, 81068703, 70123922, 81553437, 80998968, 81045557, 8188050, 70294663, 81127902"
The Perfect Guy,2015,"German, English, Spanish, Spanish, French, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Turkish",80045292,"80103337, 81068703, 60010341, 80013272, 81577005, 81553437, 70294663, 8188050, 81630892, 81643440, 81038345, 80189630"
The Beguiled,2017,"English, Spanish, Spanish, French, Hindi, Hungarian, Italian, Polish, Portuguese, Russian, Turkish",80164400,"60010341, 81002196, 80119411, 81476441, 477351, 81222923, 80211648, 81507021, 70023965, 70032594, 80182116, 948002"
Hush,1998,"German, English, Spanish, Spanish, French, Italian, Japanese, Korean, Polish, Portuguese, Turkish",8179348,"60010341, 81630892, 80103337, 60022700, 8188050, 70028900, 1180086, 70123922, 797261, 81690671, 70130140, 80998968"
Fatal Affair,2020,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",81068703,"60010341, 80045292, 81553437, 80103337, 81577005, 70123922, 70294663, 80013272, 80998968, 81127902, 81232463, 8188050"
Knock at the Cabin,2023,"English, French, Hindi",81624341,"81619948, 81630892, 81345798, 81622499, 81157374, 70084793, 81210788, 81198941, 81760372, 60022700, 81021447, 81048729"
Nobody Sleeps in the Woods Tonight 2,2021,"German, English, Spanish, Spanish, French, Italian, Polish, Portuguese, Turkish",81388045,"81149049, 81325689, 81248435, 81483977, 81517749, 70084793, 80240798, 81334749, 70206131, 81334750, 81489841, 81753224"
